scenario_id,plm_feature,repeat,fold,train_rows,test_rows,train_positive_count,test_positive_count,selected_ace_weight,train_auroc,test_auroc,test_average_precision,test_ace_only_auroc,test_ace_only_average_precision,test_plm_only_auroc,test_plm_only_average_precision,test_top_10pct_positives,test_ace_only_top_10pct_positives
esm2_8m,raw,4,4,3321,891,41,11,0.75,0.7909057108863772,0.75,0.04284616277819259,0.7151859504132232,0.03576807483556677,0.7433884297520661,0.031022105719332557,2,3
esm2_8m,raw,4,5,3402,810,42,10,0.7,0.7871456916099774,0.773625,0.08372105192035005,0.764125,0.08832628025171708,0.687,0.030618792217284564,4,4
esm2_8m,raw,5,1,3321,891,41,11,0.65,0.7815957763236169,0.7931818181818181,0.04502549733041671,0.7943181818181818,0.04023929817529417,0.6951446280991735,0.02950764508949079,4,3
esm2_8m,raw,5,2,3402,810,42,10,0.7,0.793969671201814,0.7320000000000001,0.057237670168849994,0.7115,0.04148126760710371,0.6639999999999999,0.02360749824792732,1,2
esm2_8m,raw,5,3,3402,810,42,10,0.7,0.7667446145124717,0.8575,0.04825909257920407,0.836375,0.043693663569448295,0.7401249999999999,0.030425874096977487,4,3
esm2_8m,raw,5,4,3321,891,41,11,0.75,0.7909057108863772,0.75,0.04284616277819259,0.7151859504132232,0.03576807483556677,0.7433884297520661,0.031022105719332557,2,3
esm2_8m,raw,5,5,3402,810,42,10,0.7,0.7871456916099774,0.773625,0.08372105192035005,0.764125,0.08832628025171708,0.687,0.030618792217284564,4,4
esm2_8m,raw,6,1,3321,891,41,11,0.65,0.7815957763236169,0.7931818181818181,0.04502549733041671,0.7943181818181818,0.04023929817529417,0.6951446280991735,0.02950764508949079,4,3
esm2_8m,raw,6,2,3402,810,42,10,0.7,0.793969671201814,0.7320000000000001,0.057237670168849994,0.7115,0.04148126760710371,0.6639999999999999,0.02360749824792732,1,2
esm2_8m,raw,6,3,3402,810,42,10,0.7,0.7667446145124717,0.8575,0.04825909257920407,0.836375,0.043693663569448295,0.7401249999999999,0.030425874096977487,4,3
esm2_8m,raw,6,4,3321,891,41,11,0.75,0.7909057108863772,0.75,0.04284616277819259,0.7151859504132232,0.03576807483556677,0.7433884297520661,0.031022105719332557,2,3
esm2_8m,raw,6,5,3402,810,42,10,0.7,0.7871456916099774,0.773625,0.08372105192035005,0.764125,0.08832628025171708,0.687,0.030618792217284564,4,4
esm2_8m,raw,7,1,3321,891,41,11,0.65,0.7815957763236169,0.7931818181818181,0.04502549733041671,0.7943181818181818,0.04023929817529417,0.6951446280991735,0.02950764508949079,4,3
esm2_8m,raw,7,2,3402,810,42,10,0.7,0.793969671201814,0.7320000000000001,0.057237670168849994,0.7115,0.04148126760710371,0.6639999999999999,0.02360749824792732,1,2
esm2_8m,raw,7,3,3402,810,42,10,0.7,0.7667446145124717,0.8575,0.04825909257920407,0.836375,0.043693663569448295,0.7401249999999999,0.030425874096977487,4,3
esm2_8m,raw,7,4,3321,891,41,11,0.75,0.7909057108863772,0.75,0.04284616277819259,0.7151859504132232,0.03576807483556677,0.7433884297520661,0.031022105719332557,2,3
esm2_8m,raw,7,5,3402,810,42,10,0.7,0.7871456916099774,0.773625,0.08372105192035005,0.764125,0.08832628025171708,0.687,0.030618792217284564,4,4
esm2_8m,raw,8,1,3321,891,41,11,0.65,0.7815957763236169,0.7931818181818181,0.04502549733041671,0.7943181818181818,0.04023929817529417,0.6951446280991735,0.02950764508949079,4,3
esm2_8m,raw,8,2,3402,810,42,10,0.7,0.793969671201814,0.7320000000000001,0.057237670168849994,0.7115,0.04148126760710371,0.6639999999999999,0.02360749824792732,1,2
esm2_8m,raw,8,3,3402,810,42,10,0.7,0.7667446145124717,0.8575,0.04825909257920407,0.836375,0.043693663569448295,0.7401249999999999,0.030425874096977487,4,3
esm2_8m,raw,8,4,3321,891,41,11,0.75,0.7909057108863772,0.75,0.04284616277819259,0.7151859504132232,0.03576807483556677,0.7433884297520661,0.031022105719332557,2,3
esm2_8m,raw,8,5,3402,810,42,10,0.7,0.7871456916099774,0.773625,0.08372105192035005,0.764125,0.08832628025171708,0.687,0.030618792217284564,4,4
esm2_8m,raw,9,1,3321,891,41,11,0.65,0.7815957763236169,0.7931818181818181,0.04502549733041671,0.7943181818181818,0.04023929817529417,0.6951446280991735,0.02950764508949079,4,3
esm2_8m,raw,9,2,3402,810,42,10,0.7,0.793969671201814,0.7320000000000001,0.057237670168849994,0.7115,0.04148126760710371,0.6639999999999999,0.02360749824792732,1,2
esm2_8m,raw,9,3,3402,810,42,10,0.7,0.7667446145124717,0.8575,0.04825909257920407,0.836375,0.043693663569448295,0.7401249999999999,0.030425874096977487,4,3
esm2_8m,raw,9,4,3321,891,41,11,0.75,0.7909057108863772,0.75,0.04284616277819259,0.7151859504132232,0.03576807483556677,0.7433884297520661,0.031022105719332557,2,3
esm2_8m,raw,9,5,3402,810,42,10,0.7,0.7871456916099774,0.773625,0.08372105192035005,0.764125,0.08832628025171708,0.687,0.030618792217284564,4,4
esm2_8m,raw,10,1,3321,891,41,11,0.65,0.7815957763236169,0.7931818181818181,0.04502549733041671,0.7943181818181818,0.04023929817529417,0.6951446280991735,0.02950764508949079,4,3
esm2_8m,raw,10,2,3402,810,42,10,0.7,0.793969671201814,0.7320000000000001,0.057237670168849994,0.7115,0.04148126760710371,0.6639999999999999,0.02360749824792732,1,2
esm2_8m,raw,10,3,3402,810,42,10,0.7,0.7667446145124717,0.8575,0.04825909257920407,0.836375,0.043693663569448295,0.7401249999999999,0.030425874096977487,4,3
esm2_8m,raw,10,4,3321,891,41,11,0.75,0.7909057108863772,0.75,0.04284616277819259,0.7151859504132232,0.03576807483556677,0.7433884297520661,0.031022105719332557,2,3
esm2_8m,raw,10,5,3402,810,42,10,0.7,0.7871456916099774,0.773625,0.08372105192035005,0.764125,0.08832628025171708,0.687,0.030618792217284564,4,4
esm2_8m,raw,11,1,3321,891,41,11,0.65,0.7815957763236169,0.7931818181818181,0.04502549733041671,0.7943181818181818,0.04023929817529417,0.6951446280991735,0.02950764508949079,4,3
esm2_8m,raw,11,2,3402,810,42,10,0.7,0.793969671201814,0.7320000000000001,0.057237670168849994,0.7115,0.04148126760710371,0.6639999999999999,0.02360749824792732,1,2
esm2_8m,raw,11,3,3402,810,42,10,0.7,0.7667446145124717,0.8575,0.04825909257920407,0.836375,0.043693663569448295,0.7401249999999999,0.030425874096977487,4,3
esm2_8m,raw,11,4,3321,891,41,11,0.75,0.7909057108863772,0.75,0.04284616277819259,0.7151859504132232,0.03576807483556677,0.7433884297520661,0.031022105719332557,2,3
esm2_8m,raw,11,5,3402,810,42,10,0.7,0.7871456916099774,0.773625,0.08372105192035005,0.764125,0.08832628025171708,0.687,0.030618792217284564,4,4
esm2_8m,raw,12,1,3321,891,41,11,0.65,0.7815957763236169,0.7931818181818181,0.04502549733041671,0.7943181818181818,0.04023929817529417,0.6951446280991735,0.02950764508949079,4,3
esm2_8m,raw,12,2,3402,810,42,10,0.7,0.793969671201814,0.7320000000000001,0.057237670168849994,0.7115,0.04148126760710371,0.6639999999999999,0.02360749824792732,1,2
esm2_8m,raw,12,3,3402,810,42,10,0.7,0.7667446145124717,0.8575,0.04825909257920407,0.836375,0.043693663569448295,0.7401249999999999,0.030425874096977487,4,3
esm2_8m,raw,12,4,3321,891,41,11,0.75,0.7909057108863772,0.75,0.04284616277819259,0.7151859504132232,0.03576807483556677,0.7433884297520661,0.031022105719332557,2,3
esm2_8m,raw,12,5,3402,810,42,10,0.7,0.7871456916099774,0.773625,0.08372105192035005,0.764125,0.08832628025171708,0.687,0.030618792217284564,4,4
esm2_8m,raw,13,1,3321,891,41,11,0.65,0.7815957763236169,0.7931818181818181,0.04502549733041671,0.7943181818181818,0.04023929817529417,0.6951446280991735,0.02950764508949079,4,3
esm2_8m,raw,13,2,3402,810,42,10,0.7,0.793969671201814,0.7320000000000001,0.057237670168849994,0.7115,0.04148126760710371,0.6639999999999999,0.02360749824792732,1,2
esm2_8m,raw,13,3,3402,810,42,10,0.7,0.7667446145124717,0.8575,0.04825909257920407,0.836375,0.043693663569448295,0.7401249999999999,0.030425874096977487,4,3
esm2_8m,raw,13,4,3321,891,41,11,0.75,0.7909057108863772,0.75,0.04284616277819259,0.7151859504132232,0.03576807483556677,0.7433884297520661,0.031022105719332557,2,3
esm2_8m,raw,13,5,3402,810,42,10,0.7,0.7871456916099774,0.773625,0.08372105192035005,0.764125,0.08832628025171708,0.687,0.030618792217284564,4,4
esm2_8m,raw,14,1,3321,891,41,11,0.65,0.7815957763236169,0.7931818181818181,0.04502549733041671,0.7943181818181818,0.04023929817529417,0.6951446280991735,0.02950764508949079,4,3
esm2_8m,raw,14,2,3402,810,42,10,0.7,0.793969671201814,0.7320000000000001,0.057237670168849994,0.7115,0.04148126760710371,0.6639999999999999,0.02360749824792732,1,2
esm2_8m,raw,14,3,3402,810,42,10,0.7,0.7667446145124717,0.8575,0.04825909257920407,0.836375,0.043693663569448295,0.7401249999999999,0.030425874096977487,4,3
esm2_8m,raw,14,4,3321,891,41,11,0.75,0.7909057108863772,0.75,0.04284616277819259,0.7151859504132232,0.03576807483556677,0.7433884297520661,0.031022105719332557,2,3
esm2_8m,raw,14,5,3402,810,42,10,0.7,0.7871456916099774,0.773625,0.08372105192035005,0.764125,0.08832628025171708,0.687,0.030618792217284564,4,4
esm2_8m,raw,15,1,3321,891,41,11,0.65,0.7815957763236169,0.7931818181818181,0.04502549733041671,0.7943181818181818,0.04023929817529417,0.6951446280991735,0.02950764508949079,4,3
esm2_8m,raw,15,2,3402,810,42,10,0.7,0.793969671201814,0.7320000000000001,0.057237670168849994,0.7115,0.04148126760710371,0.6639999999999999,0.02360749824792732,1,2
esm2_8m,raw,15,3,3402,810,42,10,0.7,0.7667446145124717,0.8575,0.04825909257920407,0.836375,0.043693663569448295,0.7401249999999999,0.030425874096977487,4,3
esm2_8m,raw,15,4,3321,891,41,11,0.75,0.7909057108863772,0.75,0.04284616277819259,0.7151859504132232,0.03576807483556677,0.7433884297520661,0.031022105719332557,2,3
esm2_8m,raw,15,5,3402,810,42,10,0.7,0.7871456916099774,0.773625,0.08372105192035005,0.764125,0.08832628025171708,0.687,0.030618792217284564,4,4
esm2_8m,raw,16,1,3321,891,41,11,0.65,0.7815957763236169,0.7931818181818181,0.04502549733041671,0.7943181818181818,0.04023929817529417,0.6951446280991735,0.02950764508949079,4,3
esm2_8m,raw,16,2,3402,810,42,10,0.7,0.793969671201814,0.7320000000000001,0.057237670168849994,0.7115,0.04148126760710371,0.6639999999999999,0.02360749824792732,1,2
esm2_8m,raw,16,3,3402,810,42,10,0.7,0.7667446145124717,0.8575,0.04825909257920407,0.836375,0.043693663569448295,0.7401249999999999,0.030425874096977487,4,3
esm2_8m,raw,16,4,3321,891,41,11,0.75,0.7909057108863772,0.75,0.04284616277819259,0.7151859504132232,0.03576807483556677,0.7433884297520661,0.031022105719332557,2,3
esm2_8m,raw,16,5,3402,810,42,10,0.7,0.7871456916099774,0.773625,0.08372105192035005,0.764125,0.08832628025171708,0.687,0.030618792217284564,4,4
esm2_8m,raw,17,1,3321,891,41,11,0.65,0.7815957763236169,0.7931818181818181,0.04502549733041671,0.7943181818181818,0.04023929817529417,0.6951446280991735,0.02950764508949079,4,3
esm2_8m,raw,17,2,3402,810,42,10,0.7,0.793969671201814,0.7320000000000001,0.057237670168849994,0.7115,0.04148126760710371,0.6639999999999999,0.02360749824792732,1,2
esm2_8m,raw,17,3,3402,810,42,10,0.7,0.7667446145124717,0.8575,0.04825909257920407,0.836375,0.043693663569448295,0.7401249999999999,0.030425874096977487,4,3
esm2_8m,raw,17,4,3321,891,41,11,0.75,0.7909057108863772,0.75,0.04284616277819259,0.7151859504132232,0.03576807483556677,0.7433884297520661,0.031022105719332557,2,3
esm2_8m,raw,17,5,3402,810,42,10,0.7,0.7871456916099774,0.773625,0.08372105192035005,0.764125,0.08832628025171708,0.687,0.030618792217284564,4,4
esm2_8m,raw,18,1,3321,891,41,11,0.65,0.7815957763236169,0.7931818181818181,0.04502549733041671,0.7943181818181818,0.04023929817529417,0.6951446280991735,0.02950764508949079,4,3
esm2_8m,raw,18,2,3402,810,42,10,0.7,0.793969671201814,0.7320000000000001,0.057237670168849994,0.7115,0.04148126760710371,0.6639999999999999,0.02360749824792732,1,2
esm2_8m,raw,18,3,3402,810,42,10,0.7,0.7667446145124717,0.8575,0.04825909257920407,0.836375,0.043693663569448295,0.7401249999999999,0.030425874096977487,4,3
esm2_8m,raw,18,4,3321,891,41,11,0.75,0.7909057108863772,0.75,0.04284616277819259,0.7151859504132232,0.03576807483556677,0.7433884297520661,0.031022105719332557,2,3
esm2_8m,raw,18,5,3402,810,42,10,0.7,0.7871456916099774,0.773625,0.08372105192035005,0.764125,0.08832628025171708,0.687,0.030618792217284564,4,4
esm2_8m,raw,19,1,3321,891,41,11,0.65,0.7815957763236169,0.7931818181818181,0.04502549733041671,0.7943181818181818,0.04023929817529417,0.6951446280991735,0.02950764508949079,4,3
esm2_8m,raw,19,2,3402,810,42,10,0.7,0.793969671201814,0.7320000000000001,0.057237670168849994,0.7115,0.04148126760710371,0.6639999999999999,0.02360749824792732,1,2
esm2_8m,raw,19,3,3402,810,42,10,0.7,0.7667446145124717,0.8575,0.04825909257920407,0.836375,0.043693663569448295,0.7401249999999999,0.030425874096977487,4,3
esm2_8m,raw,19,4,3321,891,41,11,0.75,0.7909057108863772,0.75,0.04284616277819259,0.7151859504132232,0.03576807483556677,0.7433884297520661,0.031022105719332557,2,3
esm2_8m,raw,19,5,3402,810,42,10,0.7,0.7871456916099774,0.773625,0.08372105192035005,0.764125,0.08832628025171708,0.687,0.030618792217284564,4,4
esm2_8m,raw,20,1,3321,891,41,11,0.65,0.7815957763236169,0.7931818181818181,0.04502549733041671,0.7943181818181818,0.04023929817529417,0.6951446280991735,0.02950764508949079,4,3
esm2_8m,raw,20,2,3402,810,42,10,0.7,0.793969671201814,0.7320000000000001,0.057237670168849994,0.7115,0.04148126760710371,0.6639999999999999,0.02360749824792732,1,2
esm2_8m,raw,20,3,3402,810,42,10,0.7,0.7667446145124717,0.8575,0.04825909257920407,0.836375,0.043693663569448295,0.7401249999999999,0.030425874096977487,4,3
esm2_8m,raw,20,4,3321,891,41,11,0.75,0.7909057108863772,0.75,0.04284616277819259,0.7151859504132232,0.03576807483556677,0.7433884297520661,0.031022105719332557,2,3
esm2_8m,raw,20,5,3402,810,42,10,0.7,0.7871456916099774,0.773625,0.08372105192035005,0.764125,0.08832628025171708,0.687,0.030618792217284564,4,4
esm2_8m,length_z,1,1,3321,891,41,11,0.6,0.781365258774539,0.7929752066115703,0.045147013952652096,0.7943181818181818,0.04023929817529417,0.690599173553719,0.028905390335657682,4,3
esm2_8m,length_z,1,2,3402,810,42,10,0.65,0.7944373582766439,0.746625,0.07600704583535559,0.7115,0.04148126760710371,0.6721250000000001,0.02829778427697459,2,2
esm2_8m,length_z,1,3,3402,810,42,10,0.65,0.7692389455782314,0.85175,0.04670235027627375,0.836375,0.043693663569448295,0.712375,0.02945915471761881,3,3
esm2_8m,length_z,1,4,3321,891,41,11,0.7,0.7915005948839976,0.7493801652892562,0.042171465095521825,0.7151859504132232,0.03576807483556677,0.740495867768595,0.02925859019336239,2,3
esm2_8m,length_z,1,5,3402,810,42,10,0.65,0.7875283446712019,0.7770000000000001,0.07535815858353864,0.764125,0.08832628025171708,0.6940000000000001,0.0320603768155076,4,4
esm2_8m,length_z,2,1,3321,891,41,11,0.6,0.781365258774539,0.7929752066115703,0.045147013952652096,0.7943181818181818,0.04023929817529417,0.690599173553719,0.028905390335657682,4,3
esm2_8m,length_z,2,2,3402,810,42,10,0.65,0.7944373582766439,0.746625,0.07600704583535559,0.7115,0.04148126760710371,0.6721250000000001,0.02829778427697459,2,2
esm2_8m,length_z,2,3,3402,810,42,10,0.65,0.7692389455782314,0.85175,0.04670235027627375,0.836375,0.043693663569448295,0.712375,0.02945915471761881,3,3
esm2_8m,length_z,2,4,3321,891,41,11,0.7,0.7915005948839976,0.7493801652892562,0.042171465095521825,0.7151859504132232,0.03576807483556677,0.740495867768595,0.02925859019336239,2,3
esm2_8m,length_z,2,5,3402,810,42,10,0.65,0.7875283446712019,0.7770000000000001,0.07535815858353864,0.764125,0.08832628025171708,0.6940000000000001,0.0320603768155076,4,4
esm2_8m,length_z,3,1,3321,891,41,11,0.6,0.781365258774539,0.7929752066115703,0.045147013952652096,0.7943181818181818,0.04023929817529417,0.690599173553719,0.028905390335657682,4,3
esm2_8m,length_z,3,2,3402,810,42,10,0.65,0.7944373582766439,0.746625,0.07600704583535559,0.7115,0.04148126760710371,0.6721250000000001,0.02829778427697459,2,2
esm2_8m,length_z,3,3,3402,810,42,10,0.65,0.7692389455782314,0.85175,0.04670235027627375,0.836375,0.043693663569448295,0.712375,0.02945915471761881,3,3
esm2_8m,length_z,3,4,3321,891,41,11,0.7,0.7915005948839976,0.7493801652892562,0.042171465095521825,0.7151859504132232,0.03576807483556677,0.740495867768595,0.02925859019336239,2,3
esm2_8m,length_z,3,5,3402,810,42,10,0.65,0.7875283446712019,0.7770000000000001,0.07535815858353864,0.764125,0.08832628025171708,0.6940000000000001,0.0320603768155076,4,4
esm2_8m,length_z,4,1,3321,891,41,11,0.6,0.781365258774539,0.7929752066115703,0.045147013952652096,0.7943181818181818,0.04023929817529417,0.690599173553719,0.028905390335657682,4,3
esm2_8m,length_z,4,2,3402,810,42,10,0.65,0.7944373582766439,0.746625,0.07600704583535559,0.7115,0.04148126760710371,0.6721250000000001,0.02829778427697459,2,2
esm2_8m,length_z,4,3,3402,810,42,10,0.65,0.7692389455782314,0.85175,0.04670235027627375,0.836375,0.043693663569448295,0.712375,0.02945915471761881,3,3
esm2_8m,length_z,4,4,3321,891,41,11,0.7,0.7915005948839976,0.7493801652892562,0.042171465095521825,0.7151859504132232,0.03576807483556677,0.740495867768595,0.02925859019336239,2,3
esm2_8m,length_z,4,5,3402,810,42,10,0.65,0.7875283446712019,0.7770000000000001,0.07535815858353864,0.764125,0.08832628025171708,0.6940000000000001,0.0320603768155076,4,4
esm2_8m,length_z,5,1,3321,891,41,11,0.6,0.781365258774539,0.7929752066115703,0.045147013952652096,0.7943181818181818,0.04023929817529417,0.690599173553719,0.028905390335657682,4,3
esm2_8m,length_z,5,2,3402,810,42,10,0.65,0.7944373582766439,0.746625,0.07600704583535559,0.7115,0.04148126760710371,0.6721250000000001,0.02829778427697459,2,2
esm2_8m,length_z,5,3,3402,810,42,10,0.65,0.7692389455782314,0.85175,0.04670235027627375,0.836375,0.043693663569448295,0.712375,0.02945915471761881,3,3
esm2_8m,length_z,5,4,3321,891,41,11,0.7,0.7915005948839976,0.7493801652892562,0.042171465095521825,0.7151859504132232,0.03576807483556677,0.740495867768595,0.02925859019336239,2,3
esm2_8m,length_z,5,5,3402,810,42,10,0.65,0.7875283446712019,0.7770000000000001,0.07535815858353864,0.764125,0.08832628025171708,0.6940000000000001,0.0320603768155076,4,4
esm2_8m,length_z,6,1,3321,891,41,11,0.6,0.781365258774539,0.7929752066115703,0.045147013952652096,0.7943181818181818,0.04023929817529417,0.690599173553719,0.028905390335657682,4,3
esm2_8m,length_z,6,2,3402,810,42,10,0.65,0.7944373582766439,0.746625,0.07600704583535559,0.7115,0.04148126760710371,0.6721250000000001,0.02829778427697459,2,2
esm2_8m,length_z,6,3,3402,810,42,10,0.65,0.7692389455782314,0.85175,0.04670235027627375,0.836375,0.043693663569448295,0.712375,0.02945915471761881,3,3
esm2_8m,length_z,6,4,3321,891,41,11,0.7,0.7915005948839976,0.7493801652892562,0.042171465095521825,0.7151859504132232,0.03576807483556677,0.740495867768595,0.02925859019336239,2,3
